Order ID,Order Date,Customer ID,Product ID,Quantity,Customer Name_y,City,Country_y,Postcode,Loyalty Card,Coffee Type_y,Roast Type_y,Size_y,Unit Price_y,Price per 100g,Profit,Total Revenue
MZL-81126-390,2022-03-08,48464-99723-HK,A-L-0.2,6,Jemimah Ethelston,Hollywood,United States,33023,Yes,Ara,L,0.2,3.885,1.9425,0.34965,5.01165
OCK-89033-348,2021-03-31,82300-88786-UE,A-L-0.2,6,Bobbe Castagneto,Billings,United States,59112,Yes,Ara,L,0.2,3.885,1.9425,0.34965,5.01165
SZY-63017-318,2021-04-06,91809-58808-TV,A-L-0.2,2,Blake Kelloway,San Francisco,United States,94110,Yes,Ara,L,0.2,3.885,1.9425,0.34965,1.90365
PJS-30996-485,2022-01-21,86579-92122-OC,A-L-0.2,1,Brenn Dundredge,Oklahoma City,United States,73129,Yes,Ara,L,0.2,3.885,1.9425,0.34965,1.12665
NCH-55389-562,2019-04-27,86579-92122-OC,A-L-0.2,2,Brenn Dundredge,Oklahoma City,United States,73129,Yes,Ara,L,0.2,3.885,1.9425,0.34965,1.90365
SUB-13006-125,2019-04-17,26103-41504-IB,A-L-0.5,5,Ami Arnow,Oakland,United States,94627,Yes,Ara,L,0.5,7.77,1.554,0.6993,20.1243
ZFS-30776-804,2021-02-05,58638-01029-CB,A-L-0.5,5,Blancha McAmish,Oklahoma City,United States,73179,Yes,Ara,L,0.5,7.77,1.554,0.6993,20.1243
ENQ-42923-176,2021-01-11,56248-75861-JX,A-L-0.5,3,Leontine Rubrow,Washington,United States,20520,No,Ara,L,0.5,7.77,1.554,0.6993,12.3543
QRA-73277-814,2021-07-20,80310-92912-JA,A-L-0.5,4,Isa Blazewicz,Minneapolis,United States,55448,No,Ara,L,0.5,7.77,1.554,0.6993,16.2393
LTD-71429-845,2019-02-24,03157-23165-UB,A-L-0.5,1,Flory Crumpe,Norton,United Kingdom,NN11,No,Ara,L,0.5,7.77,1.554,0.6993,4.5843
IOB-32673-745,2021-05-28,07095-81281-NJ,A-L-0.5,3,Rebeka Worg,Dallas,United States,75372,Yes,Ara,L,0.5,7.77,1.554,0.6993,12.3543
ESR-54041-053,2022-05-24,59771-90302-OF,A-L-0.5,6,Cortney Gibbonson,Seattle,United States,98109,Yes,Ara,L,0.5,7.77,1.554,0.6993,24.0093
JEH-37276-048,2021-06-30,80896-38819-DW,A-L-0.5,3,Jany Rudeforth,Tullyallen,Ireland,E25,Yes,Ara,L,0.5,7.77,1.554,0.6993,12.3543
TDJ-20844-787,2020-11-05,77876-28498-HI,A-L-0.5,5,Xenos Gibbons,San Bernardino,United States,92415,No,Ara,L,0.5,7.77,1.554,0.6993,20.1243
YLE-18247-749,2020-03-11,92227-49331-QR,A-L-0.5,3,Reggis Pracy,Dayton,United States,45426,Yes,Ara,L,0.5,7.77,1.554,0.6993,12.3543
NFA-03411-746,2020-02-08,07476-13102-NJ,A-L-0.5,2,Heda Fromant,Philadelphia,United States,19104,No,Ara,L,0.5,7.77,1.554,0.6993,8.4693
TBB-29780-459,2019-07-15,61437-83623-PZ,A-L-0.5,1,Vivyan Dunning,Punta Gorda,United States,33982,Yes,Ara,L,0.5,7.77,1.554,0.6993,4.5843
LTP-31133-134,2022-01-26,66527-94478-PB,A-L-0.5,3,Sarajane Potter,Fort Worth,United States,76129,No,Ara,L,0.5,7.77,1.554,0.6993,12.3543
MIU-01481-194,2019-07-21,08439-55669-AI,A-L-0.5,2,Rafferty Pursglove,Garland,United States,75044,Yes,Ara,L,0.5,7.77,1.554,0.6993,8.4693
WAI-89905-069,2022-02-21,47011-57815-HJ,A-L-0.5,3,Silvan McShea,Olympia,United States,98506,No,Ara,L,0.5,7.77,1.554,0.6993,12.3543
FLI-11493-954,2022-07-09,80454-42225-FT,A-L-0.5,4,Jed Kennicott,Tampa,United States,33673,No,Ara,L,0.5,7.77,1.554,0.6993,16.2393
MVO-39328-830,2021-02-26,84057-45461-AH,A-L-0.5,6,Orazio Comber,Confey,Ireland,A86,No,Ara,L,0.5,7.77,1.554,0.6993,24.0093
CZG-86544-655,2022-04-23,69443-77665-QW,A-L-0.5,2,Henderson Crowne,Sallins,Ireland,W91,Yes,Ara,L,0.5,7.77,1.554,0.6993,8.4693
RFG-28227-288,2022-06-07,68605-21835-UF,A-L-0.5,6,Augustin Waterhouse,Shreveport,United States,71105,No,Ara,L,0.5,7.77,1.554,0.6993,24.0093
ALM-80762-974,2020-03-23,84045-66771-SL,A-L-0.5,3,Charlean Keave,Pensacola,United States,32575,No,Ara,L,0.5,7.77,1.554,0.6993,12.3543
FAA-43335-268,2021-06-17,21125-22134-PX,A-L-1,1,Jami Redholes,San Antonio,United States,78205,Yes,Ara,L,1,12.95,1.295,1.1655,14.1155
RDW-33155-159,2019-10-19,62173-15287-CU,A-L-1,6,Rhianon Broxup,Houston,United States,77240,No,Ara,L,1,12.95,1.295,1.1655,78.8655
PQA-54820-810,2022-08-17,91460-04823-BX,A-L-1,3,Isis Pikett,Washington,United States,20409,No,Ara,L,1,12.95,1.295,1.1655,40.0155
VMT-10030-889,2021-12-15,87602-55754-VN,A-L-1,6,Torie Gottelier,Kansas City,United States,64136,No,Ara,L,1,12.95,1.295,1.1655,78.8655
NHL-11063-100,2020-05-20,39181-35745-WH,A-L-1,4,Loydie Langlais,Crumlin,Ireland,D6W,Yes,Ara,L,1,12.95,1.295,1.1655,52.9655
FMT-94584-786,2019-10-08,86504-96610-BH,A-L-1,2,Katerina Melloi,Rochester,United States,14614,No,Ara,L,1,12.95,1.295,1.1655,27.0655
HXL-22497-359,2019-08-06,64875-71224-UI,A-L-1,3,Marlena Howsden,Memphis,United States,38150,No,Ara,L,1,12.95,1.295,1.1655,40.0155
VFZ-91673-181,2021-11-13,10225-91535-AI,A-L-1,6,Lenka Rushmer,Irvine,United States,92619,Yes,Ara,L,1,12.95,1.295,1.1655,78.8655
IZU-90429-382,2022-03-26,33011-52383-BA,A-L-1,3,Arel De Lasci,Honolulu,United States,96835,Yes,Ara,L,1,12.95,1.295,1.1655,40.0155
JLJ-81802-619,2021-06-20,16880-78077-FB,A-L-1,6,Terri Farra,Odessa,United States,79764,No,Ara,L,1,12.95,1.295,1.1655,78.8655
HTR-21838-286,2022-02-11,24669-76297-SF,A-L-1,2,Heloise Zeal,Seattle,United States,98148,No,Ara,L,1,12.95,1.295,1.1655,27.0655
BXN-64230-789,2020-12-19,25598-77476-CB,A-L-1,2,Diane-marie Wincer,El Paso,United States,88546,Yes,Ara,L,1,12.95,1.295,1.1655,27.0655
ICC-73030-502,2022-04-16,59480-02795-IU,A-L-1,3,Reamonn Aynold,Milwaukee,United States,53263,Yes,Ara,L,1,12.95,1.295,1.1655,40.0155
CVA-64996-969,2020-06-24,13324-78688-MI,A-L-1,6,Cordy Odgaard,Portland,United States,97296,No,Ara,L,1,12.95,1.295,1.1655,78.8655
AGQ-06534-750,2019-04-24,52798-46508-HP,A-L-1,5,Kevan Grinsted,Tallaght,Ireland,D24,No,Ara,L,1,12.95,1.295,1.1655,65.9155
GTT-73214-334,2019-01-20,98636-90072-YE,A-L-1,6,Nobe Buney,Richmond,United States,94807,No,Ara,L,1,12.95,1.295,1.1655,78.8655
MIQ-16322-908,2019-08-03,20118-28138-QD,A-L-1,2,Jaquenette Skentelbery,Houston,United States,77281,No,Ara,L,1,12.95,1.295,1.1655,27.0655
SRJ-79353-838,2021-12-19,77869-81373-AY,A-L-1,6,Margarette Sterland,Philadelphia,United States,19125,No,Ara,L,1,12.95,1.295,1.1655,78.8655
XXJ-47000-307,2019-07-18,31582-23562-FM,A-L-2.5,3,Jeffrey Dufaire,Fort Worth,United States,76121,No,Ara,L,2.5,29.785,1.1914,2.68065,226.06815
WRP-39846-614,2022-03-04,47493-68564-YM,A-L-2.5,5,Bidget Tremellier,Cherryville,Ireland,P31,Yes,Ara,L,2.5,29.785,1.1914,2.68065,374.99315
VTV-03546-175,2020-07-31,03384-62101-IY,A-L-2.5,5,Osbert Robins,Huntsville,United States,35815,Yes,Ara,L,2.5,29.785,1.1914,2.68065,374.99315
IBW-87442-480,2022-07-14,79814-23626-JR,A-L-2.5,1,Trina Le Sarr,San Francisco,United States,94132,Yes,Ara,L,2.5,29.785,1.1914,2.68065,77.14315
AMB-93600-000,2019-05-14,64435-53100-WM,A-L-2.5,1,Tomasina Cotmore,Reston,United States,22096,No,Ara,L,2.5,29.785,1.1914,2.68065,77.14315
UBW-50312-037,2020-02-09,69503-12127-YD,A-L-2.5,4,Nickey Dimbleby,Dallas,United States,75216,No,Ara,L,2.5,29.785,1.1914,2.68065,300.53065
KJJ-12573-591,2021-09-18,12997-41076-FQ,A-L-2.5,1,Paula Denis,Phoenix,United States,85072,Yes,Ara,L,2.5,29.785,1.1914,2.68065,77.14315
RGU-43561-950,2020-11-07,44220-00348-MB,A-L-2.5,5,Broderick McGilvra,Sacramento,United States,94263,Yes,Ara,L,2.5,29.785,1.1914,2.68065,374.99315
XEE-37895-169,2019-02-20,14888-85625-TM,A-L-2.5,3,Perry Lyfield,Cleveland,United States,44185,Yes,Ara,L,2.5,29.785,1.1914,2.68065,226.06815
OLF-77983-457,2019-02-16,51901-35210-UI,A-L-2.5,2,Gabriel Starcks,Chattanooga,United States,37416,No,Ara,L,2.5,29.785,1.1914,2.68065,151.60565
LTS-03470-353,2020-07-16,90985-89807-RW,A-L-2.5,5,Wang Powlesland,Pittsburgh,United States,15274,Yes,Ara,L,2.5,29.785,1.1914,2.68065,374.99315
NZN-71683-705,2021-12-13,04921-85445-SL,A-L-2.5,6,Hermann Larvor,Bradenton,United States,34282,Yes,Ara,L,2.5,29.785,1.1914,2.68065,449.45565
CPW-34587-459,2021-03-26,84641-67384-TD,A-L-2.5,6,Milty Middis,Wichita,United States,67260,Yes,Ara,L,2.5,29.785,1.1914,2.68065,449.45565
UEA-72681-629,2021-03-12,24972-55878-KX,A-L-2.5,3,Foster Constance,Dallas,United States,75287,No,Ara,L,2.5,29.785,1.1914,2.68065,226.06815
ZVQ-26122-859,2019-11-28,77154-45038-IH,A-L-2.5,6,Bobby Folomkin,Fargo,United States,58122,Yes,Ara,L,2.5,29.785,1.1914,2.68065,449.45565
YKX-23510-272,2019-03-17,56991-05510-PR,A-L-2.5,2,Janella Eden,Joliet,United States,60435,No,Ara,L,2.5,29.785,1.1914,2.68065,151.60565
SCS-67069-962,2020-06-05,21403-49423-PD,A-L-2.5,5,Gregorius Trengrove,New Hyde Park,United States,11044,No,Ara,L,2.5,29.785,1.1914,2.68065,374.99315
HRM-94548-288,2019-09-08,08934-65581-ZI,A-L-2.5,6,Redd Simao,Fort Smith,United States,72905,No,Ara,L,2.5,29.785,1.1914,2.68065,449.45565
HHO-79903-185,2022-08-19,53893-01719-CL,A-L-2.5,1,Bee Fattorini,Monaghan,Ireland,H18,Yes,Ara,L,2.5,29.785,1.1914,2.68065,77.14315
EAI-25194-209,2021-09-24,44601-51441-BH,A-L-2.5,5,Dorey Sopper,Saint Paul,United States,55123,No,Ara,L,2.5,29.785,1.1914,2.68065,374.99315
PJV-20427-019,2021-09-12,13404-39127-WQ,A-L-2.5,3,Celie MacCourt,Orlando,United States,32835,No,Ara,L,2.5,29.785,1.1914,2.68065,226.06815
TED-81959-419,2019-08-26,27702-50024-XC,A-L-2.5,5,Noni Furber,Fort Worth,United States,76121,No,Ara,L,2.5,29.785,1.1914,2.68065,374.99315
FDO-25756-141,2021-08-03,57360-46846-NS,A-L-2.5,3,Dinah Crutcher,Lusk,Ireland,K45,Yes,Ara,L,2.5,29.785,1.1914,2.68065,226.06815
VAU-44387-624,2019-03-20,99643-51048-IQ,A-M-0.2,6,Minni Alabaster,Portland,United States,97271,No,Ara,M,0.2,3.375,1.6875,0.30375,4.35375
IDU-25793-399,2020-12-04,76664-37050-DT,A-M-0.2,5,Aurea Corradino,New York City,United States,10060,Yes,Ara,M,0.2,3.375,1.6875,0.30375,3.67875
WAG-26945-689,2019-10-08,50124-88608-EO,A-M-0.2,5,Vivie Danneil,Tralee,Ireland,V92,No,Ara,M,0.2,3.375,1.6875,0.30375,3.67875
EFB-72860-209,2019-10-17,53035-99701-WG,A-M-0.2,4,Byram Mergue,Canton,United States,44710,Yes,Ara,M,0.2,3.375,1.6875,0.30375,3.00375
OWY-43108-475,2020-12-05,06432-73165-ML,A-M-0.2,6,Gaile Goggin,Sandyford,Ireland,D04,Yes,Ara,M,0.2,3.375,1.6875,0.30375,4.35375
FUX-85791-078,2020-10-16,59122-08794-WT,A-M-0.2,2,Waylin Hollingdale,Dayton,United States,45426,Yes,Ara,M,0.2,3.375,1.6875,0.30375,1.65375
YQL-63755-365,2020-07-31,78570-76770-LB,A-M-0.2,4,Carolann Beine,Birmingham,United States,35244,Yes,Ara,M,0.2,3.375,1.6875,0.30375,3.00375
NSQ-72210-345,2021-09-20,90940-63327-DJ,A-M-0.2,6,Audra Kelston,Fort Lauderdale,United States,33330,Yes,Ara,M,0.2,3.375,1.6875,0.30375,4.35375
TVV-42245-088,2020-03-06,14398-43114-RV,A-M-0.2,4,Betti Lacasa,Beaumont,Ireland,D17,No,Ara,M,0.2,3.375,1.6875,0.30375,3.00375
RYY-38961-093,2021-01-21,14756-18321-CL,A-M-0.2,6,Linn Alaway,Fort Lauderdale,United States,33345,No,Ara,M,0.2,3.375,1.6875,0.30375,4.35375
GFI-83300-059,2021-10-16,40414-26467-VE,A-M-0.2,6,Annie Campsall,Houston,United States,77281,Yes,Ara,M,0.2,3.375,1.6875,0.30375,4.35375
MAY-77231-536,2020-09-02,01304-59807-OB,A-M-0.2,2,Nico Hubert,New York City,United States,10155,Yes,Ara,M,0.2,3.375,1.6875,0.30375,1.65375
GPT-67705-953,2019-11-12,70631-33225-MZ,A-M-0.2,5,Correy Bourner,Charlotte,United States,28299,Yes,Ara,M,0.2,3.375,1.6875,0.30375,3.67875
MZL-81126-390,2022-03-08,48464-99723-HK,A-M-0.2,2,Jemimah Ethelston,Hollywood,United States,33023,Yes,Ara,M,0.2,3.375,1.6875,0.30375,1.65375
GQA-37241-629,2020-01-01,08405-33165-BS,A-M-0.2,2,Fanchette Parlot,Columbus,United States,43231,Yes,Ara,M,0.2,3.375,1.6875,0.30375,1.65375
EVP-43500-491,2019-02-20,49231-44455-IC,A-M-0.5,4,Selene Shales,Petaluma,United States,94975,Yes,Ara,M,0.5,6.75,1.35,0.6075,14.1075
RWR-77888-800,2020-02-07,69904-02729-YS,A-M-0.5,1,Annadiane Dykes,Chicago,United States,60681,No,Ara,M,0.5,6.75,1.35,0.6075,3.9825
HVQ-64398-930,2020-03-30,62979-53167-ML,A-M-0.5,6,Lothaire Mizzi,Dallas,United States,75323,Yes,Ara,M,0.5,6.75,1.35,0.6075,20.8575
BLD-12227-251,2021-03-04,64395-74865-WF,A-M-0.5,2,Ilysa Whapple,Fresno,United States,93726,No,Ara,M,0.5,6.75,1.35,0.6075,7.3575
UOA-23786-489,2020-05-31,90305-50099-SV,A-M-0.5,6,Queenie Veel,Houston,United States,77260,Yes,Ara,M,0.5,6.75,1.35,0.6075,20.8575
NUN-48214-216,2020-07-29,06953-94794-FB,A-M-0.5,4,Isahella Hagland,Fort Wayne,United States,46862,No,Ara,M,0.5,6.75,1.35,0.6075,14.1075
OIL-26493-755,2021-08-31,19017-95853-EK,A-M-0.5,1,Timofei Woofinden,Fargo,United States,58122,No,Ara,M,0.5,6.75,1.35,0.6075,3.9825
ABO-29054-365,2019-01-19,00256-19905-YG,A-M-0.5,6,Stanislaus Valsler,Castlebridge,Ireland,R14,No,Ara,M,0.5,6.75,1.35,0.6075,20.8575
RMA-08327-369,2021-01-11,93809-05424-MG,A-M-0.5,6,Orbadiah Duny,Lubbock,United States,79491,Yes,Ara,M,0.5,6.75,1.35,0.6075,20.8575
AUP-10128-606,2020-10-01,54387-64897-XC,A-M-0.5,1,Fransisco Malecky,Whitwell,United Kingdom,DL10,No,Ara,M,0.5,6.75,1.35,0.6075,3.9825
PSD-57291-590,2019-10-24,37191-12203-MX,A-M-0.5,1,Perkin Stonner,Baltimore,United States,21290,No,Ara,M,0.5,6.75,1.35,0.6075,3.9825
UEB-09112-118,2020-01-30,82718-93677-XO,A-M-0.5,4,Maitilde Boxill,Montgomery,United States,36177,Yes,Ara,M,0.5,6.75,1.35,0.6075,14.1075
WDM-77521-710,2020-10-29,86144-10144-CB,A-M-0.5,2,Itch Norquoy,Minneapolis,United States,55458,No,Ara,M,0.5,6.75,1.35,0.6075,7.3575
RTL-16205-161,2022-04-05,90440-62727-HI,A-M-0.5,1,Alberto Hutchinson,Lawrenceville,United States,30045,Yes,Ara,M,0.5,6.75,1.35,0.6075,3.9825
XTL-68000-371,2020-04-07,70140-82812-KD,A-M-0.5,4,Donalt Sangwin,Hyattsville,United States,20784,No,Ara,M,0.5,6.75,1.35,0.6075,14.1075
BLV-60087-454,2022-06-08,84493-71314-WX,A-M-0.5,5,Tymon Zanetti,Loughrea,Ireland,H62,No,Ara,M,0.5,6.75,1.35,0.6075,17.4825
UOG-94188-104,2021-11-23,92753-50029-SD,A-M-0.5,5,Kienan Scholard,Columbus,United States,43268,No,Ara,M,0.5,6.75,1.35,0.6075,17.4825
JYR-22052-185,2020-01-01,39528-19971-OR,A-M-0.5,2,Wren Place,Sunnyvale,United States,94089,Yes,Ara,M,0.5,6.75,1.35,0.6075,7.3575
QVL-32245-818,2021-05-30,46478-42970-EM,A-M-0.5,5,Dionne Skyner,Colorado Springs,United States,80935,No,Ara,M,0.5,6.75,1.35,0.6075,17.4825
WKB-21680-566,2021-12-17,96612-41722-VJ,A-M-0.5,3,Myrle Dearden,Bayside,Ireland,D13,No,Ara,M,0.5,6.75,1.35,0.6075,10.7325
BLI-21697-702,2019-12-05,21141-12455-VB,A-M-0.5,2,Shelli De Banke,Saint Louis,United States,63169,Yes,Ara,M,0.5,6.75,1.35,0.6075,7.3575
ASG-27179-958,2021-12-10,12607-75113-UV,A-M-0.5,3,Jule Deehan,Dallas,United States,75216,No,Ara,M,0.5,6.75,1.35,0.6075,10.7325
UHK-63283-868,2022-04-24,16809-16936-WF,A-M-0.5,1,Modesty MacConnechie,Charleston,United States,25362,Yes,Ara,M,0.5,6.75,1.35,0.6075,3.9825
UGK-07613-982,2022-07-28,57808-90533-UE,A-M-0.5,3,Derick Snow,New York City,United States,10004,No,Ara,M,0.5,6.75,1.35,0.6075,10.7325
IJK-34441-720,2019-04-05,97201-58870-WB,A-M-0.5,6,Darcy Lochran,El Paso,United States,88519,Yes,Ara,M,0.5,6.75,1.35,0.6075,20.8575
ZMC-00336-619,2022-01-27,19849-12926-QF,A-M-0.5,4,Lauritz Ledgley,Des Moines,United States,50981,Yes,Ara,M,0.5,6.75,1.35,0.6075,14.1075
DXY-76225-633,2021-07-29,88574-37083-WX,A-M-0.5,1,Merrile Cobbledick,Tucson,United States,85732,No,Ara,M,0.5,6.75,1.35,0.6075,3.9825
QTG-93823-843,2022-01-12,46859-14212-FI,A-M-0.5,1,Chloris Sorrell,Norton,United Kingdom,S8,No,Ara,M,0.5,6.75,1.35,0.6075,3.9825
OLA-68289-577,2020-06-30,40226-52317-IO,A-M-0.5,5,Evy Wilsone,Washington,United States,20238,Yes,Ara,M,0.5,6.75,1.35,0.6075,17.4825
UME-75640-698,2019-10-11,62494-09113-RP,A-M-0.5,4,Marguerite Graves,Fort Smith,United States,72905,No,Ara,M,0.5,6.75,1.35,0.6075,14.1075
TKY-71558-096,2021-09-15,24010-66714-HW,A-M-1,1,Chrisy Blofeld,Englewood,United States,80150,No,Ara,M,1,11.25,1.125,1.0125,12.2625
ZDK-82166-357,2021-04-03,81431-12577-VD,A-M-1,3,Beitris Keaveney,Beaumont,United States,77705,No,Ara,M,1,11.25,1.125,1.0125,34.7625
XIY-43041-882,2021-10-12,07250-63194-JO,A-M-1,1,Shawnee Critchlow,Richmond,United States,23242,No,Ara,M,1,11.25,1.125,1.0125,12.2625
GPH-40635-105,2020-07-14,37397-05992-VO,A-M-1,1,Hewet Synnot,Anchorage,United States,99599,No,Ara,M,1,11.25,1.125,1.0125,12.2625
NFQ-23241-793,2020-10-11,88446-59251-SQ,A-M-1,3,Quinton Fouracres,Des Moines,United States,50369,Yes,Ara,M,1,11.25,1.125,1.0125,34.7625
OOU-61343-455,2021-01-15,90123-70970-NY,A-M-1,2,Nertie Poolman,Charlotte,United States,28225,No,Ara,M,1,11.25,1.125,1.0125,23.5125
LBC-45686-819,2021-05-01,98573-41811-EQ,A-M-1,5,Rem Furman,Kinsale,Ireland,P17,Yes,Ara,M,1,11.25,1.125,1.0125,57.2625
CRK-07584-240,2021-01-31,18741-72071-PP,A-M-1,3,Ermin Beeble,Cincinnati,United States,45254,Yes,Ara,M,1,11.25,1.125,1.0125,34.7625
MKE-75518-399,2022-06-17,62588-82624-II,A-M-1,3,Cos Fluin,Sheffield,United Kingdom,S33,No,Ara,M,1,11.25,1.125,1.0125,34.7625
HGJ-82768-173,2021-08-26,62741-01322-HU,A-M-1,4,Terencio O'Moylan,Church End,United Kingdom,CB4,No,Ara,M,1,11.25,1.125,1.0125,46.0125
DHJ-87461-571,2020-08-23,94525-76037-JP,A-M-1,2,Ethel Ryles,Boise,United States,83722,No,Ara,M,1,11.25,1.125,1.0125,23.5125
JZV-43874-185,2021-08-02,18551-80943-YQ,A-M-1,5,Freeland Missenden,San Diego,United States,92191,Yes,Ara,M,1,11.25,1.125,1.0125,57.2625
IKL-95976-565,2019-12-09,53486-73919-BQ,A-M-1,2,Rod Gowdie,Milwaukee,United States,53277,No,Ara,M,1,11.25,1.125,1.0125,23.5125
SQT-07286-736,2019-12-08,87726-16941-QW,A-M-1,6,Nevsa Fields,Boston,United States,2298,No,Ara,M,1,11.25,1.125,1.0125,68.5125
ZCR-15721-658,2022-05-26,28327-84469-ND,A-M-1,4,Rodolfo Willoway,Tucson,United States,85754,No,Ara,M,1,11.25,1.125,1.0125,46.0125
IOQ-84840-827,2019-11-12,32038-81174-JF,A-M-1,6,Cornie Venour,Shreveport,United States,71161,No,Ara,M,1,11.25,1.125,1.0125,68.5125
SHP-55648-472,2019-03-30,46818-20198-GB,A-M-1,6,Corrie Wass,Charleston,United States,25362,No,Ara,M,1,11.25,1.125,1.0125,68.5125
JBW-95055-851,2021-07-22,47355-97488-XS,A-M-1,5,Anjanette Goldie,Danbury,United States,6816,No,Ara,M,1,11.25,1.125,1.0125,57.2625
SEC-91807-425,2021-01-31,94091-86957-HX,A-M-1,2,Jimmy Dymoke,Beaumont,Ireland,D17,No,Ara,M,1,11.25,1.125,1.0125,23.5125
KLD-88731-484,2021-09-08,17775-77072-PP,A-M-1,5,Carlie Linskill,Cincinnati,United States,45228,No,Ara,M,1,11.25,1.125,1.0125,57.2625
WTT-91832-645,2019-10-03,24344-88599-PP,A-M-1,3,Hussein Olliff,Stradbally,Ireland,Y34,No,Ara,M,1,11.25,1.125,1.0125,34.7625
KHO-27106-786,2020-10-10,01603-43789-TN,A-M-1,6,Brice Romera,Foxrock,Ireland,D04,Yes,Ara,M,1,11.25,1.125,1.0125,68.5125
ONW-00560-570,2019-02-25,32900-82606-BO,A-M-1,2,Claudie Weond,Asheville,United States,28805,No,Ara,M,1,11.25,1.125,1.0125,23.5125
BXH-62195-013,2021-11-11,94526-79230-GZ,A-M-1,4,Mindy Bogey,Washington,United States,20226,Yes,Ara,M,1,11.25,1.125,1.0125,46.0125
UHP-24614-199,2022-03-20,67953-79896-AC,A-M-1,4,Antonius Lewry,Montgomery,United States,36195,No,Ara,M,1,11.25,1.125,1.0125,46.0125
KHK-13105-388,2022-04-08,46242-54946-ZW,A-M-1,6,Charin Maplethorp,Wilmington,United States,19810,Yes,Ara,M,1,11.25,1.125,1.0125,68.5125
WJJ-37489-898,2021-04-08,31599-82152-AD,A-M-1,1,Rickie Faltin,Portumna,Ireland,V31,No,Ara,M,1,11.25,1.125,1.0125,12.2625
OIB-13664-879,2021-08-31,04713-57765-KR,A-M-1,2,Jilly Dreng,Sallins,Ireland,W91,Yes,Ara,M,1,11.25,1.125,1.0125,23.5125
RPJ-37787-335,2020-10-27,76005-95461-CI,A-M-2.5,3,Aurlie McCarl,New Orleans,United States,70183,No,Ara,M,2.5,25.875,1.035,2.32875,196.39125
ROV-87448-086,2020-11-02,30381-64762-NG,A-M-2.5,4,Adham Greenhead,Corona,United States,92878,No,Ara,M,2.5,25.875,1.035,2.32875,261.07875
LBZ-75997-047,2019-12-17,40946-22090-FP,A-M-2.5,6,Norene Magauran,Fresno,United States,93762,No,Ara,M,2.5,25.875,1.035,2.32875,390.45375
VYP-89830-878,2020-10-04,12715-05198-QU,A-M-2.5,2,Gerard Pirdy,Boca Raton,United States,33487,Yes,Ara,M,2.5,25.875,1.035,2.32875,131.70375
VKA-82720-513,2019-06-24,12299-30914-NG,A-M-2.5,6,Grete Holborn,Norwalk,United States,6854,Yes,Ara,M,2.5,25.875,1.035,2.32875,390.45375
THA-60599-417,2019-10-26,59971-35626-YJ,A-M-2.5,3,Fielding Keinrat,Arlington,United States,76011,Yes,Ara,M,2.5,25.875,1.035,2.32875,196.39125
REH-56504-397,2020-02-26,90961-35603-RP,A-M-2.5,5,Anabelle Hutchens,Shawnee Mission,United States,66276,No,Ara,M,2.5,25.875,1.035,2.32875,325.76625
